CMD:
/home/jinsk/miniconda3/bin/python /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/v6/experiment_v6.py --data_path /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/data/gsm8k/gsm8k_test_500.json --num_samples 500 --model /home/jinsk/Models/Llama-3.2-3B-Instruct --steps 10 --lr 0.0001 --optimizer sgd --momentum 0.0 --update_target mlp --num_layers all --eval_mode ar --tta_reset sample --topk_list 5 --dtype bf16 --device_map auto --output_dir /home/jinsk/CodeFiles/ICCCCCCCCCCCCCCML/ANE_exp/v6/results/gsm8k500/lr_search/llama3.2-3b/lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04 --config_name lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04 --backup_on_cpu --no_viz

2026-01-16 03:10:27.976496: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2026-01-16 03:10:28.047750: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards:  50%|█████     | 1/2 [00:32<00:32, 32.25s/it]
Loading checkpoint shards: 100%|██████████| 2/2 [00:49<00:00, 23.27s/it]
Loading checkpoint shards: 100%|██████████| 2/2 [00:49<00:00, 24.62s/it]

gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 0/500 [00:00<?, ?it/s]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 1/500 [00:04<38:34,  4.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:   0%|          | 2/500 [00:08<33:31,  4.04s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  30%|██▉       | 148/500 [09:28<21:28,  3.66s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  30%|██▉       | 149/500 [09:32<21:19,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  30%|███       | 150/500 [09:36<21:13,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  30%|███       | 151/500 [09:39<21:07,  3.63s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  30%|███       | 152/500 [09:43<21:02,  3.63s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  31%|███       | 153/500 [09:46<21:02,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  31%|███       | 154/500 [09:50<21:00,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  31%|███       | 155/500 [09:54<20:59,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  31%|███       | 156/500 [09:57<21:00,  3.66s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  31%|███▏      | 157/500 [10:01<20:53,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  32%|███▏      | 158/500 [10:05<20:45,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  32%|███▏      | 159/500 [10:08<20:54,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  32%|███▏      | 160/500 [10:12<20:52,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  32%|███▏      | 161/500 [10:16<20:52,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  32%|███▏      | 162/500 [10:20<20:50,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  33%|███▎      | 163/500 [10:23<20:50,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  33%|███▎      | 164/500 [10:27<20:47,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  33%|███▎      | 165/500 [10:31<20:43,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  33%|███▎      | 166/500 [10:35<20:42,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  33%|███▎      | 167/500 [10:38<20:37,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  34%|███▎      | 168/500 [10:43<22:44,  4.11s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  34%|███▍      | 169/500 [10:47<21:51,  3.96s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  34%|███▍      | 170/500 [10:50<21:14,  3.86s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  34%|███▍      | 171/500 [10:56<23:44,  4.33s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  34%|███▍      | 172/500 [11:00<22:31,  4.12s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  35%|███▍      | 173/500 [11:03<21:36,  3.97s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  35%|███▍      | 174/500 [11:07<20:58,  3.86s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  35%|███▌      | 175/500 [11:10<20:36,  3.80s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  35%|███▌      | 176/500 [11:16<23:19,  4.32s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  35%|███▌      | 177/500 [11:20<22:21,  4.15s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  36%|███▌      | 178/500 [11:23<21:32,  4.02s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  36%|███▌      | 179/500 [11:27<20:58,  3.92s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  36%|███▌      | 180/500 [11:31<20:31,  3.85s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  36%|███▌      | 181/500 [11:34<20:12,  3.80s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  36%|███▋      | 182/500 [11:38<19:56,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  37%|███▋      | 183/500 [11:42<19:52,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  37%|███▋      | 184/500 [11:46<19:40,  3.74s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  37%|███▋      | 185/500 [11:49<19:31,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  37%|███▋      | 186/500 [11:53<19:24,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  37%|███▋      | 187/500 [11:57<19:18,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  38%|███▊      | 188/500 [12:00<19:13,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  38%|███▊      | 189/500 [12:04<19:03,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  38%|███▊      | 190/500 [12:08<18:53,  3.66s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  38%|███▊      | 191/500 [12:11<18:47,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  38%|███▊      | 192/500 [12:15<18:43,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  39%|███▊      | 193/500 [12:18<18:38,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  39%|███▉      | 194/500 [12:22<18:32,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  39%|███▉      | 195/500 [12:26<18:28,  3.63s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  39%|███▉      | 196/500 [12:29<18:22,  3.63s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  39%|███▉      | 197/500 [12:33<18:23,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  40%|███▉      | 198/500 [12:37<18:23,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  40%|███▉      | 199/500 [12:40<18:28,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  40%|████      | 200/500 [12:44<18:25,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  40%|████      | 201/500 [12:48<18:21,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  40%|████      | 202/500 [12:52<18:18,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  41%|████      | 203/500 [12:55<18:14,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  41%|████      | 204/500 [12:59<18:11,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  41%|████      | 205/500 [13:03<18:14,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  41%|████      | 206/500 [13:06<18:07,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  41%|████▏     | 207/500 [13:10<18:04,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  42%|████▏     | 208/500 [13:14<17:57,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  42%|████▏     | 209/500 [13:17<17:53,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  42%|████▏     | 210/500 [13:21<17:48,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  42%|████▏     | 211/500 [13:27<20:17,  4.21s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  42%|████▏     | 212/500 [13:30<19:22,  4.04s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  43%|████▎     | 213/500 [13:34<18:43,  3.92s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  43%|████▎     | 214/500 [13:37<18:14,  3.83s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  43%|████▎     | 215/500 [13:41<17:51,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  43%|████▎     | 216/500 [13:45<17:35,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  43%|████▎     | 217/500 [13:48<17:22,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  44%|████▎     | 218/500 [13:52<17:16,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  44%|████▍     | 219/500 [13:56<17:14,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  44%|████▍     | 220/500 [13:59<17:11,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  44%|████▍     | 221/500 [14:03<17:06,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  44%|████▍     | 222/500 [14:07<17:03,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  45%|████▍     | 223/500 [14:10<17:02,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  45%|████▍     | 224/500 [14:14<16:59,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  45%|████▌     | 225/500 [14:18<16:56,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  45%|████▌     | 226/500 [14:21<16:52,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  45%|████▌     | 227/500 [14:27<19:20,  4.25s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  46%|████▌     | 228/500 [14:31<18:28,  4.08s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  46%|████▌     | 229/500 [14:34<17:52,  3.96s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  46%|████▌     | 230/500 [14:38<17:24,  3.87s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  46%|████▌     | 231/500 [14:42<17:07,  3.82s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  46%|████▋     | 232/500 [14:45<16:47,  3.76s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  47%|████▋     | 233/500 [14:51<18:57,  4.26s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  47%|████▋     | 234/500 [14:54<18:01,  4.07s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  47%|████▋     | 235/500 [14:58<17:21,  3.93s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  47%|████▋     | 236/500 [15:03<19:18,  4.39s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  47%|████▋     | 237/500 [15:07<18:13,  4.16s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  48%|████▊     | 238/500 [15:11<17:27,  4.00s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  48%|████▊     | 239/500 [15:14<16:56,  3.90s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  48%|████▊     | 240/500 [15:18<16:37,  3.83s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  48%|████▊     | 241/500 [15:22<16:20,  3.79s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  48%|████▊     | 242/500 [15:25<16:08,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  49%|████▊     | 243/500 [15:29<16:03,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  49%|████▉     | 244/500 [15:33<15:55,  3.73s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  49%|████▉     | 245/500 [15:36<15:48,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  49%|████▉     | 246/500 [15:40<15:40,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  49%|████▉     | 247/500 [15:49<21:46,  5.16s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  50%|████▉     | 248/500 [15:54<22:06,  5.26s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  50%|████▉     | 249/500 [15:58<20:03,  4.79s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  50%|█████     | 250/500 [16:02<18:39,  4.48s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  50%|█████     | 251/500 [16:05<17:34,  4.24s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  50%|█████     | 252/500 [16:09<16:46,  4.06s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  51%|█████     | 253/500 [16:13<16:09,  3.92s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  51%|█████     | 254/500 [16:16<15:42,  3.83s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  51%|█████     | 255/500 [16:20<15:23,  3.77s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  51%|█████     | 256/500 [16:23<15:08,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  51%|█████▏    | 257/500 [16:27<14:57,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  52%|█████▏    | 258/500 [16:31<14:48,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  52%|█████▏    | 259/500 [16:34<14:41,  3.66s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  52%|█████▏    | 260/500 [16:38<14:37,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  52%|█████▏    | 261/500 [16:42<14:36,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  52%|█████▏    | 262/500 [16:45<14:35,  3.68s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  53%|█████▎    | 263/500 [16:49<14:34,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  53%|█████▎    | 264/500 [16:53<14:30,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  53%|█████▎    | 265/500 [16:56<14:30,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  53%|█████▎    | 266/500 [17:00<14:25,  3.70s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  53%|█████▎    | 267/500 [17:04<14:20,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  54%|█████▎    | 268/500 [17:08<14:16,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  54%|█████▍    | 269/500 [17:11<14:13,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  54%|█████▍    | 270/500 [17:15<14:08,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  54%|█████▍    | 271/500 [17:19<14:09,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  54%|█████▍    | 272/500 [17:22<14:10,  3.73s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  55%|█████▍    | 273/500 [17:26<14:04,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  55%|█████▍    | 274/500 [17:30<13:53,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  55%|█████▌    | 275/500 [17:35<15:46,  4.21s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  55%|█████▌    | 276/500 [17:39<15:03,  4.03s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  55%|█████▌    | 277/500 [17:42<14:30,  3.90s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  56%|█████▌    | 278/500 [17:48<16:09,  4.36s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  56%|█████▌    | 279/500 [17:51<15:15,  4.14s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  56%|█████▌    | 280/500 [17:55<14:36,  3.98s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  56%|█████▌    | 281/500 [17:59<14:08,  3.88s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  56%|█████▋    | 282/500 [18:02<13:56,  3.84s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  57%|█████▋    | 283/500 [18:06<13:42,  3.79s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  57%|█████▋    | 284/500 [18:10<13:30,  3.75s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  57%|█████▋    | 285/500 [18:13<13:22,  3.73s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  57%|█████▋    | 286/500 [18:17<13:16,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  57%|█████▋    | 287/500 [18:21<13:09,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  58%|█████▊    | 288/500 [18:25<13:08,  3.72s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  58%|█████▊    | 289/500 [18:28<13:02,  3.71s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  58%|█████▊    | 290/500 [18:34<14:53,  4.25s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  58%|█████▊    | 291/500 [18:38<14:17,  4.10s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  58%|█████▊    | 292/500 [18:41<13:47,  3.98s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  59%|█████▊    | 293/500 [18:45<13:25,  3.89s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  59%|█████▉    | 294/500 [18:49<13:08,  3.83s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  59%|█████▉    | 295/500 [18:52<12:52,  3.77s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  59%|█████▉    | 296/500 [18:56<12:40,  3.73s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  59%|█████▉    | 297/500 [18:59<12:29,  3.69s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  60%|█████▉    | 298/500 [19:03<12:21,  3.67s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  60%|█████▉    | 299/500 [19:07<12:14,  3.65s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  60%|██████    | 300/500 [19:10<12:08,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  60%|██████    | 301/500 [19:14<12:03,  3.64s/it]
gsm8k-ar-sample-lrsearch_gsm8k500_llama3.2-3b_mlp_all_steps10_lr1e-04:  60%|██████    | 302/500 [19:18<11:59,  3.63s/it]
